date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2023-09-07,1412,85361328.54,54360599.94,13398110.46,4721506.92,0.25,25,0.25,1.67,2,Siap Investasi (Konservatif),MDKA.JK,23,2204
2023-10-07,1764,62017886.52,40879643.76,23505987.42,1453295.7000000002,0.42,28,0.58,3.87,2,Siap Investasi (Konservatif),BMRI.JK,40,1287
2023-11-06,1246,89238822.83999999,75381215.76,16635735.18,7874363.34,0.33,24,0.22,1.47,0,Siap Investasi (Agresif),INTP.JK,11,2857
2019-01-01,1979,61993242.54,44837886.419999994,30341982.78,5775255.54,0.3,18,0.68,4.53,2,Siap Investasi (Konservatif),SIDO.JK,48,1186
2019-01-31,1793,84050478.54,79265701.26,16689392.64,0.0,0.24,19,0.21,1.4,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-03-02,1078,68595207.48,82928216.16000001,14027493.24,8706316.14,0.12,20,0.17,1.13,0,Siap Investasi (Agresif),UNVR.JK,32,2907
2019-04-01,1047,56963948.04,65999724.48,14351535.36,8507940.84,0.56,18,0.22,1.47,1,Belum Siap Investasi,MAPI.JK,36,2161
2019-05-01,1950,82752037.92,29090732.76,19616083.74,4019240.8800000004,0.39,26,0.67,4.47,1,Belum Siap Investasi,ISAT.JK,33,1129
2019-05-31,1687,90404255.88,42517681.919999994,23189111.28,6591128.58,0.42,25,0.55,3.67,1,Belum Siap Investasi,GGRM.JK,24,3241
2019-06-30,1525,77795976.24,42952884.12,14030289.72,6568407.18,0.38,19,0.33,2.2,1,Belum Siap Investasi,BRIS.JK,39,3363
2019-07-30,1925,54893329.38,26696246.76,8338579.02,14065839.971999988,0.19,30,0.31,2.07,0,Siap Investasi (Agresif),ISAT.JK,34,4856
2019-08-29,1770,94403746.62,64100914.56,10544652.18,14065839.971999988,0.52,26,0.16,1.07,1,Belum Siap Investasi,HMSP.JK,28,2887
2019-09-28,1799,64583482.14,32708853.540000003,1467278.1,3537372.42,0.47,24,0.04,0.27,1,Belum Siap Investasi,BUKA.JK,37,1143
2019-10-28,1653,35667529.38,59893610.400000006,31371436.98,8160303.42,0.37,26,0.52,3.47,1,Belum Siap Investasi,ISAT.JK,7,1015
2019-11-27,1962,80758846.80000001,75934044.9,26260170.66,6711377.22,0.48,23,0.35,2.33,1,Belum Siap Investasi,PTBA.JK,4,4373
2019-12-27,1679,59667270.3,60325491.78,29418794.82,6642688.68,0.49,23,0.49,3.27,1,Belum Siap Investasi,TINS.JK,37,3470
2020-01-26,1633,65565920.52,55817041.68,22514810.040000003,6924434.04,0.57,28,0.4,2.67,1,Belum Siap Investasi,ADRO.JK,1,1244
2020-02-25,1959,73008926.82,68362750.08,15161815.44,8457604.2,0.2,21,0.22,1.47,0,Siap Investasi (Agresif),BMRI.JK,1,1926
2020-03-26,1378,94042126.80000001,51650636.04,1413096.2999999998,9457870.14,0.16,27,0.03,0.2,0,Siap Investasi (Agresif),SRTG.JK,47,4178
2020-04-25,1464,91490863.14,45625095.54,17046468.18,5001679.260000001,0.39,27,0.37,2.47,1,Belum Siap Investasi,MDKA.JK,20,4159
2020-05-25,1685,85599378.9,49815096.48,19602975.24,7986222.54,0.16,30,0.39,2.6,0,Siap Investasi (Agresif),MDKA.JK,19,3176
2020-06-24,1427,65871261.18,51599600.28,14667887.16,4993464.6,0.55,30,0.28,1.87,1,Belum Siap Investasi,SIDO.JK,29,1906
2020-07-24,1915,90879133.14,74011639.68,26275201.74,0.0,0.3,19,0.36,2.4,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2020-08-23,1210,52154701.56,41337217.8,5842545.84,14065839.971999988,0.3,24,0.14,0.93,0,Siap Investasi (Agresif),MBMA.JK,10,1886
2020-09-22,1555,58284061.38,57149389.62,30350022.66,4540085.28,0.4,22,0.53,3.53,1,Belum Siap Investasi,SIDO.JK,18,1340
2020-10-22,1231,76160734.56,61939585.080000006,20613553.200000003,8600224.68,0.23,28,0.33,2.2,0,Siap Investasi (Agresif),ANTM.JK,28,3051
2020-11-21,1619,87428102.04,63082995.84,13887844.020000001,7169475.6,0.29,23,0.22,1.47,2,Siap Investasi (Konservatif),ANTM.JK,35,4398
2020-12-21,1086,76291994.33999999,47618985.78,11726339.76,5428492.02,0.16,19,0.25,1.67,2,Siap Investasi (Konservatif),AKRA.JK,43,2433
2021-01-20,1589,81106659.0,44192249.099999994,0.0,4673442.42,0.45,22,0.0,0.0,1,Belum Siap Investasi,ARTO.JK,47,4950
2021-02-19,1391,81501661.80000001,13931888.58,18754767.9,14065839.971999988,0.42,27,1.35,5.07,0,Siap Investasi (Agresif),SIDO.JK,31,1305
2021-03-21,1782,58194574.02,65486570.400000006,11552084.100000001,3678245.0999999996,0.44,21,0.18,1.2,1,Belum Siap Investasi,ASII.JK,27,1907
2021-04-20,1612,83466713.33999999,46051034.400000006,27768522.06,6495698.699999999,0.56,26,0.6,4.0,1,Belum Siap Investasi,MIKA.JK,11,3654
2021-05-20,1402,73264979.52,63256202.82,24583331.34,2656131.66,0.48,23,0.39,2.6,1,Belum Siap Investasi,SMGR.JK,49,4792
2021-06-19,1682,50223732.12,48048420.24,26908954.02,14065839.971999988,0.12,19,0.56,3.73,0,Siap Investasi (Agresif),BRIS.JK,49,4296
2021-07-19,1198,73647747.72,58861884.06,7518511.260000001,5186596.5,0.37,18,0.13,0.87,2,Siap Investasi (Konservatif),PTBA.JK,38,2371
2021-08-18,1574,80041200.12,61994466.0,27076218.48,4271273.64,0.3,22,0.44,2.93,2,Siap Investasi (Konservatif),INDF.JK,5,4039
2021-09-17,1182,47930618.52,60065244.36,28383398.1,12212577.72,0.55,26,0.47,3.13,1,Belum Siap Investasi,ISAT.JK,8,1320
2021-10-17,1541,82036838.16000001,57215456.46,13326450.66,1191300.48,0.27,23,0.23,1.53,2,Siap Investasi (Konservatif),SMGR.JK,34,1558
2021-11-16,1167,89320794.66000001,46817269.919999994,28325545.92,5124899.16,0.15,27,0.61,4.07,2,Siap Investasi (Konservatif),INDY.JK,48,2204
2021-12-16,1710,62613361.98,23741066.52,26259995.88,3333054.5999999996,0.4,29,1.11,5.07,1,Belum Siap Investasi,MBMA.JK,12,3665
2022-01-15,1109,76918056.30000001,83427387.83999999,13633189.56,8201726.28,0.18,24,0.16,1.07,0,Siap Investasi (Agresif),ICBP.JK,38,3758
2022-02-14,1538,89584362.9,84203411.04,26299845.72,0.0,0.38,22,0.31,2.07,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-03-16,1168,50848221.06,59736657.96,22493486.88,5864043.78,0.24,27,0.38,2.53,2,Siap Investasi (Konservatif),JSMR.JK,1,2409
2022-04-15,1009,62757905.04,49798667.16,11230663.68,8737077.42,0.24,23,0.23,1.53,0,Siap Investasi (Agresif),INDF.JK,31,2641
2022-05-15,1444,75718890.72,48591461.7,22249319.22,13608545.58,0.46,22,0.46,3.07,1,Belum Siap Investasi,MAPI.JK,4,4863
2022-06-14,1383,50645476.26,43541543.16,33452192.88,4258514.7,0.51,28,0.77,5.07,1,Belum Siap Investasi,TLKM.JK,49,4843
2022-07-14,1103,58295771.64,42709939.919999994,13495987.26,11598575.58,0.27,26,0.32,2.13,0,Siap Investasi (Agresif),ISAT.JK,45,2131
2022-08-13,1202,57573056.34,58946302.8,24323608.26,5955453.72,0.13,23,0.41,2.73,2,Siap Investasi (Konservatif),UNVR.JK,5,3578
2022-09-12,1153,84589325.28,43990028.64,10560731.94,10735686.72,0.22,28,0.24,1.6,0,Siap Investasi (Agresif),KLBF.JK,30,3457
2022-10-12,1101,85824495.54,63056429.28,8881270.92,6580117.44,0.53,25,0.14,0.93,1,Belum Siap Investasi,ICBP.JK,24,4367
2022-11-11,1516,73157489.82,57536352.54,16774510.5,6808904.46,0.3,19,0.29,1.93,2,Siap Investasi (Konservatif),TINS.JK,3,1817
2022-12-11,1227,69852924.36,60850181.34,12690076.68,6477172.02,0.16,29,0.21,1.4,2,Siap Investasi (Konservatif),ISAT.JK,11,2194
2023-01-10,1959,86786135.1,37734652.44,17897821.56,11046270.78,0.22,30,0.47,3.13,0,Siap Investasi (Agresif),WIKA.JK,45,4402
2023-02-09,1428,53369073.0,53395989.12,16884447.12,14065839.971999988,0.13,26,0.32,2.13,0,Siap Investasi (Agresif),AMMN.JK,4,3540
2023-03-11,1266,86022870.83999999,42250618.080000006,9072655.020000001,3566560.68,0.39,22,0.21,1.4,2,Siap Investasi (Konservatif),EXCL.JK,26,4266
2023-04-10,1328,81202438.44,55814594.76,22825743.66,5497005.78,0.52,24,0.41,2.73,1,Belum Siap Investasi,ADRO.JK,27,1011
2023-05-10,1025,65360903.580000006,25337157.48,23289959.34,3757944.78,0.51,27,0.92,5.07,1,Belum Siap Investasi,BBNI.JK,46,1194
2023-06-09,1242,84639312.36,57085070.580000006,13687895.7,13689993.06,0.32,30,0.24,1.6,0,Siap Investasi (Agresif),AMRT.JK,43,3537
2023-07-09,1482,84740684.76,39325325.22,17015182.56,14065839.971999988,0.19,18,0.43,2.87,0,Siap Investasi (Agresif),TPIA.JK,27,3842
2023-08-08,1396,70642755.17999999,65706618.419999994,19278234.0,4540434.84,0.2,27,0.29,1.93,2,Siap Investasi (Konservatif),BBNI.JK,42,3928
2023-09-07,1990,28799898.84,53044506.54,8414433.540000001,14065839.971999988,0.29,22,0.16,1.07,0,Siap Investasi (Agresif),ISAT.JK,6,3229
2023-10-07,1171,92742987.06,64614243.419999994,14128865.64,9497020.86,0.57,29,0.22,1.47,1,Belum Siap Investasi,TBIG.JK,15,4009
2023-11-06,1329,93407325.83999999,50003334.54,30504178.62,8641123.2,0.42,27,0.61,4.07,1,Belum Siap Investasi,MAPI.JK,30,4888
2019-01-01,1830,80521845.12,42087024.0,4101037.92,8825166.540000001,0.34,19,0.1,0.67,0,Siap Investasi (Agresif),BFIN.JK,42,1655
2019-01-31,1949,48345021.900000006,52538168.88,24819459.12,5464147.14,0.29,29,0.47,3.13,2,Siap Investasi (Konservatif),INKP.JK,37,2921
2019-03-02,1603,19386947.16,71340127.38,7046430.48,14065839.971999988,0.13,23,0.1,0.67,0,Siap Investasi (Agresif),PTBA.JK,37,4387
2019-04-01,1299,53018289.54,57050638.919999994,15948325.44,2588142.24,0.37,28,0.28,1.87,2,Siap Investasi (Konservatif),JSMR.JK,42,3741
2019-05-01,1153,85336160.22,63052059.78,11390237.82,14065839.971999988,0.56,18,0.18,1.2,1,Belum Siap Investasi,PGAS.JK,37,3077
2019-05-31,1153,42267571.74,57168615.419999994,17151161.4,4742305.739999999,0.47,20,0.3,2.0,1,Belum Siap Investasi,GOTO.JK,35,2619
2019-06-30,1400,64349626.5,64222736.22,40531482.0,9281167.56,0.32,22,0.63,4.2,0,Siap Investasi (Agresif),SMGR.JK,23,4749
2019-07-30,1387,75124813.5,73452343.68,30909143.88,8714006.459999999,0.5,21,0.42,2.8,1,Belum Siap Investasi,TKIM.JK,6,4867
2019-08-29,1548,61806927.06,45503973.0,9442664.28,6346087.02,0.55,20,0.21,1.4,1,Belum Siap Investasi,BRIS.JK,4,4864
2019-09-28,1521,85649715.54,66930777.54,6252404.94,5562723.06,0.33,27,0.09,0.6,2,Siap Investasi (Konservatif),INDF.JK,18,2119
2019-10-28,1444,73054194.83999999,36260907.48,18993517.38,8793531.36,0.33,30,0.52,3.47,0,Siap Investasi (Agresif),ASII.JK,9,4452
2019-11-27,1383,57820195.26,62953309.080000006,9174376.979999999,3214728.54,0.16,22,0.15,1.0,2,Siap Investasi (Konservatif),AMRT.JK,49,1777
2019-12-27,1045,63896247.18,64837262.7,19039309.74,11452459.5,0.18,28,0.29,1.93,0,Siap Investasi (Agresif),INDF.JK,29,1443
2020-01-26,1533,83352057.66000001,66251932.02,18884629.44,8549888.040000001,0.25,25,0.29,1.93,0,Siap Investasi (Agresif),PTBA.JK,13,1297
2020-02-25,1814,69620117.4,50014870.02,14027668.020000001,14065839.971999988,0.49,28,0.28,1.87,1,Belum Siap Investasi,AMMN.JK,47,1807
2020-03-26,1874,80542818.72,63360721.26,20344741.56,7286578.199999999,0.55,21,0.32,2.13,1,Belum Siap Investasi,BBTN.JK,17,2760
2020-04-25,1947,76913686.80000001,36808318.44,13070922.3,7104807.0,0.31,18,0.36,2.4,0,Siap Investasi (Agresif),PGAS.JK,45,1844
2020-05-25,1595,72730851.83999999,40652954.099999994,5529864.42,9755695.26,0.29,28,0.14,0.93,0,Siap Investasi (Agresif),ADRO.JK,32,2015
2020-06-24,1951,83488386.06,58031329.5,17322795.36,1409950.26,0.49,24,0.3,2.0,1,Belum Siap Investasi,ICBP.JK,48,2384
2020-07-24,1448,43519520.88,43718070.96,2842621.92,5906340.54,0.23,25,0.07,0.47,2,Siap Investasi (Konservatif),INKP.JK,22,2397
2020-08-23,1450,84725129.33999999,36925421.04,14949807.3,263043.9,0.27,20,0.4,2.67,2,Siap Investasi (Konservatif),SIDO.JK,4,1553
2020-09-22,1468,92771126.64,62567569.62,18224310.6,7136267.4,0.45,23,0.29,1.93,1,Belum Siap Investasi,SIDO.JK,5,3350
2020-10-22,1907,58004413.38,40718147.04,14865738.12,7219987.02,0.57,19,0.37,2.47,1,Belum Siap Investasi,JSMR.JK,37,1420
2020-11-21,1504,67893815.34,26802338.22,32637718.08,5382350.1,0.3,24,1.22,5.07,2,Siap Investasi (Konservatif),JSMR.JK,41,2269
2020-12-21,1545,104220614.88,43201945.62,11023025.04,0.0,0.24,25,0.26,1.73,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-01-20,1953,70658660.16,60912228.24,12412176.479999999,7697311.199999999,0.15,23,0.2,1.33,0,Siap Investasi (Agresif),HRUM.JK,49,4791
2021-02-19,1707,78226808.94,64888822.8,20581568.459999997,8338753.800000001,0.33,23,0.32,2.13,0,Siap Investasi (Agresif),MNCN.JK,13,2260
2021-03-21,1023,59640528.96,65453362.2,3858967.6199999996,8183549.16,0.57,22,0.06,0.4,1,Belum Siap Investasi,ICBP.JK,34,4605
2021-04-20,1904,57733679.16,32889750.84,2663297.64,365290.19999999995,0.13,25,0.08,0.53,2,Siap Investasi (Konservatif),AMRT.JK,45,1184
2021-05-20,1222,45434934.900000006,66237250.5,17693503.740000002,10725899.04,0.54,18,0.27,1.8,1,Belum Siap Investasi,ERAA.JK,22,1467
2021-06-19,1220,72163341.18,29628705.6,22129769.700000003,5438104.92,0.34,27,0.75,5.0,2,Siap Investasi (Konservatif),BBRI.JK,23,3801
2021-07-19,1521,65319305.94,42363351.18,8536779.540000001,9535297.68,0.11,21,0.2,1.33,0,Siap Investasi (Agresif),WIKA.JK,3,3410
2021-08-18,1821,39923247.599999994,52241567.22,17008715.7,9725283.54,0.53,21,0.33,2.2,1,Belum Siap Investasi,BBNI.JK,42,2306
2021-09-17,1427,65638279.44,48509140.32,25479952.74,6552152.64,0.36,20,0.53,3.53,1,Belum Siap Investasi,MDKA.JK,34,2576
2021-10-17,1322,79856457.66000001,49443688.98,15613097.399999999,4709971.44,0.41,20,0.32,2.13,1,Belum Siap Investasi,MAPI.JK,32,1335
2021-11-16,1946,30823152.12,24241112.1,5445620.46,14065839.971999988,0.53,21,0.22,1.47,1,Belum Siap Investasi,ANTM.JK,45,3209
2021-12-16,1929,61730373.419999994,62613711.54,0.0,1795165.38,0.15,28,0.0,0.0,2,Siap Investasi (Konservatif),ASII.JK,49,4231
2022-01-15,1819,60224643.72,30458735.82,19514187.0,10645325.46,0.35,18,0.64,4.27,0,Siap Investasi (Agresif),GGRM.JK,21,2497
2022-02-14,1883,45794981.7,75136174.19999999,13917207.06,1333396.62,0.43,28,0.19,1.27,2,Siap Investasi (Konservatif),PTBA.JK,46,4672
2022-03-16,1390,68716330.02,51323273.099999994,22913832.78,0.0,0.15,30,0.45,3.0,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-04-15,1145,93905448.83999999,34517127.42,15736666.86,3803038.02,0.57,28,0.46,3.07,1,Belum Siap Investasi,HRUM.JK,44,4393
2022-05-15,1280,56533464.900000006,47592419.22,9082967.04,0.0,0.17,19,0.19,1.27,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-06-14,1545,95087660.76,57695227.56,13900253.399999999,5114237.58,0.34,26,0.24,1.6,2,Siap Investasi (Konservatif),PGEO.JK,21,3059
2022-07-14,1809,78383761.38,63815324.04,27473842.98,2670987.96,0.15,27,0.43,2.87,2,Siap Investasi (Konservatif),MNCN.JK,44,2447
2022-08-13,1312,58770823.68,66692028.06,10854537.12,1416591.9,0.34,19,0.16,1.07,2,Siap Investasi (Konservatif),BBTN.JK,11,4144
2022-09-12,1377,65957777.28,47580883.74,18260140.5,6356049.48,0.12,22,0.38,2.53,2,Siap Investasi (Konservatif),HRUM.JK,39,1587
2022-10-12,1290,62482276.98,60509185.56,0.0,9222441.479999999,0.34,26,0.0,0.0,0,Siap Investasi (Agresif),BFIN.JK,4,2881
2022-11-11,1841,85062804.30000001,44932791.96,4203284.22,787558.68,0.15,26,0.09,0.6,2,Siap Investasi (Konservatif),MDKA.JK,1,1200
2022-12-11,1454,97838348.4,63369984.599999994,16008624.54,4930543.800000001,0.41,25,0.25,1.67,1,Belum Siap Investasi,WIKA.JK,28,1521
2023-01-10,1521,74882218.86,28701148.14,4580634.239999999,10509346.62,0.57,18,0.16,1.07,1,Belum Siap Investasi,CPIN.JK,24,2887
2023-02-09,1551,67777062.3,61623408.06,26494375.86,0.0,0.57,18,0.43,2.87,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2023-03-11,1540,27432769.68,48828463.38,13522379.04,10405527.3,0.13,26,0.28,1.87,0,Siap Investasi (Agresif),HMSP.JK,35,3552
2023-04-10,1535,86006791.08,50962876.74,0.0,3758469.1199999996,0.29,30,0.0,0.0,2,Siap Investasi (Konservatif),ISAT.JK,13,4809
2023-05-10,1160,92657869.19999999,42796106.46,19069721.459999997,3296001.24,0.22,28,0.45,3.0,2,Siap Investasi (Konservatif),PTBA.JK,47,2711
2023-06-09,1982,72131706.0,39241955.16,11872980.18,12238445.16,0.25,25,0.3,2.0,0,Siap Investasi (Agresif),MDKA.JK,34,1787
2023-07-09,1041,64951219.26,61959160.44,4401484.74,6695122.68,0.13,27,0.07,0.47,2,Siap Investasi (Konservatif),UNTR.JK,11,4110
2023-08-08,1596,78171928.02,66241445.22,20166990.299999997,12593598.12,0.33,26,0.3,2.0,0,Siap Investasi (Agresif),MNCN.JK,36,1059
2023-09-07,1142,54171138.419999994,33836708.88,19784921.22,14065839.971999988,0.32,24,0.58,3.87,0,Siap Investasi (Agresif),BBTN.JK,17,1577
2023-10-07,1359,70914363.3,45946515.96,19777930.02,5835379.86,0.36,20,0.43,2.87,1,Belum Siap Investasi,MTEL.JK,35,1320
2023-11-06,1897,88189793.28,51447366.900000006,16024704.3,4405329.9,0.53,20,0.31,2.07,1,Belum Siap Investasi,JSMR.JK,18,2458
2019-01-01,1350,75528555.30000001,45891110.7,21450574.62,6820789.5,0.36,19,0.47,3.13,1,Belum Siap Investasi,PTMP.JK,40,4707
2019-01-31,1468,62308895.22,58223063.16,6757169.58,1641533.76,0.38,22,0.12,0.8,2,Siap Investasi (Konservatif),AMMN.JK,22,4747
2019-03-02,1248,50554241.099999994,37232684.28,20631380.76,3749904.9000000004,0.18,29,0.55,3.67,2,Siap Investasi (Konservatif),AMRT.JK,24,4479
2019-04-01,1591,88910411.22,77102623.98,24473744.28,6455848.86,0.41,29,0.32,2.13,1,Belum Siap Investasi,TKIM.JK,19,3037
2019-05-01,1867,66916270.8,61674793.38,14680995.66,10161359.64,0.41,20,0.24,1.6,1,Belum Siap Investasi,KLBF.JK,37,1922
2019-05-31,1251,42643173.96,44242585.74,17376627.6,10433142.54,0.54,23,0.39,2.6,1,Belum Siap Investasi,ASII.JK,39,2409
2019-06-30,1841,96176889.72,70339861.44,23474527.02,10914836.22,0.31,19,0.33,2.2,0,Siap Investasi (Agresif),MIKA.JK,21,2694
2019-07-30,1260,66432654.54,78564483.9,28949860.08,5305446.9,0.57,29,0.37,2.47,1,Belum Siap Investasi,PTPP.JK,8,1568
2019-08-29,1669,75944182.14,49286911.32,17796274.38,14065839.971999988,0.2,20,0.36,2.4,0,Siap Investasi (Agresif),INCO.JK,28,2101
2019-09-28,1974,75487831.56,45211216.5,19376809.92,1180464.12,0.57,22,0.43,2.87,1,Belum Siap Investasi,INKP.JK,5,4265
2019-10-28,1207,92621165.4,64214696.34,19628143.56,1569524.4,0.24,29,0.31,2.07,2,Siap Investasi (Konservatif),TOWR.JK,17,4356
2019-11-27,1577,108480353.04,62178159.78,27070975.08,6247161.54,0.12,28,0.44,2.93,2,Siap Investasi (Konservatif),BBCA.JK,37,1526
2019-12-27,1894,100924438.86,55091355.12,30297588.66,535525.92,0.57,28,0.55,3.67,1,Belum Siap Investasi,TBIG.JK,36,3571
2020-01-26,1077,84039991.74,61148705.580000006,34344095.22,5416781.760000001,0.38,18,0.56,3.73,1,Belum Siap Investasi,SIDO.JK,19,3660
2020-02-25,1471,42986267.099999994,51681572.099999994,23353754.040000003,8739349.56,0.19,30,0.45,3.0,0,Siap Investasi (Agresif),INDF.JK,27,4227
2020-03-26,1543,103685962.86,76674937.32,12578567.04,3563938.98,0.57,18,0.16,1.07,1,Belum Siap Investasi,BMRI.JK,34,4411
2020-04-25,1347,69727956.66,26421667.38,12943158.12,2648965.68,0.17,27,0.49,3.27,2,Siap Investasi (Konservatif),MDKA.JK,11,3172
2020-05-25,1588,98031655.08,37590109.38,10498335.479999999,9352303.020000001,0.23,26,0.28,1.87,0,Siap Investasi (Agresif),MEDC.JK,45,1870
2020-06-24,1442,50754014.64,58294198.62,26224865.1,11085421.5,0.57,24,0.45,3.0,1,Belum Siap Investasi,EXCL.JK,47,1279
2020-07-24,1150,78042241.26,10508822.28,24152498.64,7563779.28,0.13,18,2.3,5.07,0,Siap Investasi (Agresif),BBRI.JK,12,3964
2020-08-23,1389,71497778.94,52809777.0,14205244.5,5581074.96,0.2,29,0.27,1.8,2,Siap Investasi (Konservatif),GGRM.JK,21,4977
2020-09-22,1157,70072797.6,42616083.06,29952048.6,5376232.800000001,0.49,25,0.7,4.67,1,Belum Siap Investasi,ACES.JK,11,3669
2020-10-22,1649,34390936.26,40633903.080000006,14086743.66,10493616.42,0.11,20,0.35,2.33,0,Siap Investasi (Agresif),PGEO.JK,39,3893
2020-11-21,1353,85909788.18,54984389.76,21184209.9,6162917.58,0.34,25,0.39,2.6,2,Siap Investasi (Konservatif),KLBF.JK,28,2892
2020-12-21,1171,76767221.16000001,57858821.64,16633463.04,12136024.08,0.32,22,0.29,1.93,0,Siap Investasi (Agresif),ESSA.JK,5,4729
2021-01-20,1607,75376846.26,45260329.68,19753810.38,7669870.739999999,0.19,18,0.44,2.93,0,Siap Investasi (Agresif),HRUM.JK,17,2751
2021-02-19,1957,91507816.80000001,37944912.78,17268788.34,9064090.8,0.15,24,0.46,3.07,0,Siap Investasi (Agresif),PGEO.JK,20,4981
2021-03-21,1941,72547682.4,38160766.080000006,21265657.38,2663122.86,0.1,22,0.56,3.73,2,Siap Investasi (Konservatif),JSMR.JK,41,1673
2021-04-20,1642,67884202.44,83204718.12,14227791.12,5508366.48,0.45,23,0.17,1.13,1,Belum Siap Investasi,TBIG.JK,46,2151
2021-05-20,1540,74969259.30000001,32920686.9,23092283.16,10792490.22,0.49,23,0.7,4.67,1,Belum Siap Investasi,GGRM.JK,12,3361
2021-06-19,1866,45231141.419999994,22109844.78,5626342.98,6654923.28,0.46,25,0.25,1.67,1,Belum Siap Investasi,TLKM.JK,6,1331
2021-07-19,1465,84630398.58,85918002.83999999,10482954.84,4396416.12,0.16,26,0.12,0.8,2,Siap Investasi (Konservatif),ACES.JK,17,2173
2021-08-18,1331,64916088.48,65591962.74,17892752.94,3359271.5999999996,0.54,19,0.27,1.8,1,Belum Siap Investasi,TBIG.JK,19,3039
2021-09-17,1313,60569659.44,14204894.94,8261151.48,7671268.98,0.17,26,0.58,3.87,0,Siap Investasi (Agresif),TINS.JK,26,2477
2021-10-17,1141,57642618.78,57890806.38,22507294.5,4710495.78,0.37,29,0.39,2.6,2,Siap Investasi (Konservatif),SIDO.JK,48,1035
2021-11-16,1763,45004102.2,57689984.16,25895929.14,4223558.7,0.25,28,0.45,3.0,2,Siap Investasi (Konservatif),MDKA.JK,44,2708
2021-12-16,1132,63087540.12,52587981.18,7849719.36,11523944.520000001,0.3,27,0.15,1.0,0,Siap Investasi (Agresif),BRIS.JK,44,2443
2022-01-15,1897,73338911.46,51508365.12,19708717.14,7513093.08,0.53,26,0.38,2.53,1,Belum Siap Investasi,ESSA.JK,32,4093
2022-02-14,1084,72995293.98,57144146.22,7409972.88,10785848.58,0.11,30,0.13,0.87,0,Siap Investasi (Agresif),PTBA.JK,6,3253
2022-03-16,1372,69641790.12,41442085.8,31486791.78,9587731.68,0.35,27,0.76,5.07,0,Siap Investasi (Agresif),BBCA.JK,36,3686
2022-04-15,1332,53790642.36,42109745.400000006,24055495.74,9799565.04,0.32,27,0.57,3.8,0,Siap Investasi (Agresif),SRTG.JK,38,3895
2022-05-15,1412,46903611.24,59078086.919999994,11831557.32,10451494.44,0.15,24,0.2,1.33,0,Siap Investasi (Agresif),BBCA.JK,11,2379
2022-06-14,1625,65003303.7,46779342.66,22837803.48,10358686.26,0.36,18,0.49,3.27,0,Siap Investasi (Agresif),BBNI.JK,33,1439
2022-07-14,1035,58776591.419999994,53269623.18,7413643.260000001,9155325.96,0.52,24,0.14,0.93,1,Belum Siap Investasi,SMGR.JK,24,3776
2022-08-13,1653,65061680.22,39960825.3,20213307.0,1925201.7000000002,0.27,27,0.51,3.4,2,Siap Investasi (Konservatif),TLKM.JK,23,2119
2022-09-12,1478,68752684.26,48334360.32,20812977.18,7077541.32,0.47,22,0.43,2.87,1,Belum Siap Investasi,SRTG.JK,15,3988
2022-10-12,1076,76391618.94,53820354.96,10104206.58,6724485.72,0.41,23,0.19,1.27,1,Belum Siap Investasi,HRUM.JK,27,1163
2022-11-11,1320,61884179.82,62015614.38,21481685.459999997,13591067.58,0.57,27,0.35,2.33,1,Belum Siap Investasi,MEDC.JK,11,1147
2022-12-11,1770,66713526.0,44547751.62,12936866.04,8378254.08,0.48,24,0.29,1.93,1,Belum Siap Investasi,JPFA.JK,17,4601
2023-01-10,1165,56453066.099999994,48689338.5,16324801.56,7860905.28,0.56,22,0.34,2.27,1,Belum Siap Investasi,SMGR.JK,14,3341
